Locality,dist_brussels,dist_antwerp,dist_ghent,dist_liege,dist_bruges,dist_namur,dist_leuven,dist_sea
Aalbeke,79.24324113151265,95.5912599289072,45.91397267290633,166.29438414256185,47.863868896313775,120.92693162668914,103.92379893753116,54.23930943736165
Aalst,24.00283061503452,40.26033271959785,25.952364791007216,113.50428746576122,64.39106290790833,78.61730789381953,46.81982444426119,66.5648213388996
Aalter,68.37223940551675,68.22266504506017,19.073501259230785,157.77504759515102,20.93335599027576,121.30717659589128,90.53365919291808,31.466195325999987
Aarschot,37.10243833119055,40.01919891358159,78.65956118370764,65.24332459479454,115.29416623181352,57.52800584114189,15.023210433954668,110.84478094860336
Aarsele,67.09863701804893,73.50271967414434,22.30142355748321,156.811606602215,28.42503220268696,117.3523394273604,90.5917776699598,40.33122540755297
Aartselaar,31.564800994193423,9.634807727750394,47.581316420474,100.49906729083736,81.4741885623538,81.50871760079588,35.71546723168942,75.54422302964585
Achel,90.80462838281298,75.13261928682292,124.9486153720356,69.54053087479451,157.11980348872052,97.41401391399538,68.61127067297981,147.50804746055456
Achêne,81.32221639521552,115.1850198485976,128.19637372966864,55.519756360239725,165.540536480497,25.485166291025685,72.38781001684222,169.62250916253828
Acoz,56.12077350986441,96.1312003773388,96.29875908257246,80.10529827391417,131.88218447751467,26.930345110426675,59.13988610657862,138.40097611420302
Adegem,72.17677132275936,63.87601418047338,23.16110373024696,159.91370539145757,18.20423721321751,127.1742518383502,92.23454409081464,19.522997844000443
Affligem,17.466858782450196,40.38062455448579,32.64371023753797,107.1528427065449,71.0599983915689,71.94719028904373,40.97896560056618,73.18352751073087
Agimont,82.45992576990285,120.53315804921158,124.7777768322169,76.23481668764333,160.40239697233216,34.16070239590226,79.84568335167228,166.86043433805844
Aische-En-Refail,44.03332785478276,75.3422314524663,93.4200972098472,52.6365512928005,131.75066594033362,14.887591583417462,32.60777118362341,133.37707960104277
Aiseau,49.59197242236918,88.76007912188545,92.47199926643312,73.86328041504734,129.0174844479725,20.76568458172874,50.731434286275466,134.4179591397673
Aiseau-Presles,52.25172388094225,91.65143808113002,94.37759637834998,75.41608511572781,130.64188871824643,22.14622539138516,53.7907684260727,136.39256181485786
Aisemont,53.85148484290041,92.24476926316932,97.65009328825552,70.35232992747184,134.3474578759853,17.100546116364143,52.9251396095672,139.53165236371993
Alken,66.57851728937256,73.0402465412834,112.39898364790056,34.04235770498387,149.5066070267452,55.06043310676038,41.99438291100324,145.14711752222544
Alle,120.45224258509204,158.359197610352,161.44967123012455,97.92649008770783,195.89476573757327,69.89760427647549,116.98865178402676,203.5466034792684
Alleur,83.42352861936983,97.83139464693636,132.28245350973722,7.433898655551565,170.35339999315474,50.787581602302645,60.87419512766762,167.87256131429285
Alsemberg,12.079757195751382,53.27494092704529,55.69637833948514,88.29386585472776,93.69537989706774,48.479511467789415,29.705276533973944,96.85632865744948
Alveringem,119.47886735592644,124.72207392644938,74.5493000995227,208.7369274971486,47.283886975800506,165.6985305576438,143.46640687210223,16.230484026185916
Amay,74.81099070312494,97.39519920523423,124.68765226946586,21.2428236941286,163.14164006346732,32.13171085142368,55.91209135289129,162.91245305844922
Amberloup,123.54999371606432,154.2936408954785,171.30409268004158,67.18745270992292,208.8018852171857,67.41506923427647,111.21917139083516,212.48224611041343
Ambly,103.92166414147592,135.7202031591193,151.46557952757396,57.47824067185089,188.9459624429089,47.73375553321458,92.59547915660896,192.70681974442363
Ambresin,53.86495905338745,78.87172875334421,103.74894581101354,38.34848939616498,142.20580524021136,21.772723312398305,36.18182981041718,142.27021168279242
